Article Title,Article Link,Article Text,Article Summary,Article Image
"No new ideas, band-aid for bullet wounds: Rahul Gandhi on Union Budget",https://timesofindia.indiatimes.com/india/no-new-ideas-band-aid-for-bullet-wounds-rahul-gandhi-on-union-budget/articleshow/117846533.cms,"An unimpressed opposition said the BJP govt's Budget had ""no new ideas"", with Congress saying finance minister Nirmala Sitharaman was walking a ""worn-out path"" and not willing to break free as Congress govts had done in 1991 and 2004.Congress said the Budget had nothing to address the ""illnesses"" of stagnant real wages and a complicated GST system among other concerns.""A band-aid for bullet wounds. Amid global uncertainty, solving our economic crisis demanded a paradigm shift. But this govt is bankrupt of ideas,"" leader of opposition in LS Rahul Gandhi said.Former FM P Chidambaram cautioned that the ""stranglehold of govt on the activities of the people was getting tighter"", adding that ""the takeaway from Budget 2025-26 is that BJP is wooing the tax-paying middle class and the Bihar electorate"".Kharge - the opposition leader in the Rajya Sabha - claimed the Budget was an attempt to ""dupe"" the people and described it as ""nau sau choohe khake billi hajj ko chali"" - a Hindi proverb that translates to seeking to be pious after committing a number of sins.SP supremo Akhilesh Yadav said the Budget figures meant nothing when the government was unable to provide an accurate number of the people who had died or were missing in the Maha Kumbh stampede.Trinamool MP Abhishek Banerjee said the Budget had ""nothing for common people"" and was presented with the Bihar polls in mind. ""As far as West Bengal is concerned, it has not got anything in the last 10 years, nor was there anything today. This is unfortunate,"" he added.RJD leader Tejashwi Yadav accused the govt of indulging in ""rhetoric and repackaging"" announcements made in the past, while slamming CM Nitish Kumar for failing to secure a fair deal for Bihar. ""Just look at TDP chief Chandrababu Naidu, who has secured benefits of Rs 1 lakh crore for Andhra Pradesh. The Budget presented today is silent on any such help for Bihar,"" he said.DMK MP Dayanidhi Maran called the Budget a ""big letdown"", especially for middle classes. ""The finance minister claims she is giving tax exemption up to Rs 12 lakh, but the very next line was, there is 10% tax slab for Rs 8 to Rs 10 lakh income. Since Bihar elections are coming, there are a lot of announcements for the state, again fooling the people of Bihar,"" he added.CPM politburo described the Budget as a ""cruel betrayal of the requirements of the people of India"".","Congress said the Budget had nothing to address the ""illnesses"" of stagnant real wages and a complicated GST system. Former FM P Chidambaram cautioned that the ""stranglehold of govt on the activities of the people was getting tighter"" Kharge claimed the Budget was an attempt to ""dupe"" the people. Trinamool MP Abhishek Banerjee said the Budget had ""nothing for common people"" RJD leader Tejashwi Yadav accused the govt of indulging in ""rhetoric and repackaging"" announcements made in the past. CPM politburo described the Budget as a ""cruel betrayal of the requirements of the people of India"" ""Since Bihar elections are coming, there are a lot of announcements for the state, again fooling thePeople of Bihar,"" he added.","https://static.toiimg.com/thumb/msid-117847102,imgsize-37016,width-400,resizemode-4/117847102.jpg"
Will faith 'trump' uncertainty? 'Visa temples' give hope to H1-B applicants,https://timesofindia.indiatimes.com/india/will-faith-trump-uncertainty-visa-temples-give-hope-to-h1-b-applicants/articleshow/117841961.cms,"Ashok Sundar had just struck out '108' on the little chequered sheet standing inside the Chilkur Balaji temple - 20km from Hyderabad's skyscraper-studded Financial District. His beaming face, glossy polyester shirt and bright red vermilion tilak running right up to the hairline meant that the ""visa god"" had smiled upon him. Ashok got his passport stamped with H-1B a day earlier and was at the temple to show his gratitude.He leaves for his new tech job in New Jersey in April.There were many Ashoks in the sea of people chanting 'Govinda, Govinda' as they walked around the deity at the temple, less than a fortnight after Donald Trump took over as the 47th President of the US. Since taking office, Trump has threatened to send back ""millions and millions of criminal aliens"", send troops to the southern border, and has even ordered the revoking of citizenship status for children of temporary visa holders. The announcements have sent a chill down the spine of the immigrant community, both within the US and among those anxious to go there.Indians dreaming of a new life in the US are now clinging to faith in the hope of a miracle - whether it is the Chilkur Balaji temple near Hyderabad, the Chamatkari Hanuman temple at Ahmedabad or the Shree Siddhi Peeth Chamatkari Hanuman Mandir in Delhi. ""Eleven of us had applied last year,"" says Ashok, after completing his 108th pradakshina (circumambulation) of the temple dedicated to an avatar of Vishnu. ""I am the only one who got the visa. It is only because of Lord Balaji,"" adds the IT executive. He had prayed at the temple after submitting his visa papers in June 2024.Ahmedabad's Chamatkari Hanuman temple, also called 'Visa Hanuman', has swelling crowds during the weekend, with just two prayers on their lips. Either it's ""Lord, please grant me a visa"" or it's ""Lord, thank you for the visa."" The 300-year-old temple has earned a ""visa friendly"" reputation, drawing devotees from as far as J&K and Meghalaya.Pujari Vijay Bhatt says a person wishing to get a visa is first asked to place his or her passport before Lord Hanuman and then repeat the Hanuman Chalisa after the pujari. The applicant is also asked to visit any Hanuman temple once a week and repeat the Hanuman Chalisa. ""It's all about one's 'shraddha'. If there is faith, all things are possible. If doubts creep into one's mind, then one is bound to face disappointment,"" says the priest, adding that he has been witness to instances where a visa has been secured within an hour of conducting the ritual, even after three or four visa denials. One such Ahmedabad resident whose US visa has been rejected once, got to know from friends that praying at the Chamatkari Hanuman temple will work wonders. ""I have complete faith that I will be granted a US visa in my next interview,"" he says, before going through the temple rituals.Down a dusty lane filled with hardware shops stands the Shree Siddhi Peeth Chamatkari Hanuman Mandir at Delhi's Neb Sarai. Pandit Narayan Mishra, who has been officiating at the mandir for the last five years, says people give up meat, alcohol, onion and garlic for 41 days in their quest for the elusive visa stamp. ""They write their manokamna (wish) on a piece of paper. We take the slip of paper and make the idol 'read it' and chant the mantras. It is then placed in a box next to the deity,"" Mishra says.But what makes people come from across the country to the temple? ""Perhaps because Hanuman is considered the first god to have travelled outside the country to Lanka without any paperwork,"" he adds with a smile. Folklore or an attempt at humour, people in the area attest to the ""magical powers"" of the shrine. ""People come in a very disturbed state of mind. This is their last resort, and we usually find that their wishes do come true. Just last week, an applicant who got his US visa in only two weeks came to the temple for a puja to thank God,"" shares Mishra.Though Andhra software engineer Chandana C confesses to being crestfallen after Trump's success in the elections, she is now hopeful that her 25 visits to the Hyderabad temple in the last 25 months will not go in vain. ""I have been coming here every month since I applied for the visa through a local consultancy. I know things aren't looking bright right now, but I have faith I will eventually get it,"" says the 26-year-old desperate to realise her American dream, just like all her other relatives did.Not just for themselves, some even go through the ritual motions for their beloved kin. Kaushik R, on his 56th pradakshina, says that he is there to pray for his older brother living in North Carolina. ""I am praying that his name is selected in the lottery process, and he gets his H-1B. If all goes well, I will also join the University of Cincinnati for a MS programme later this year,"" says the freshly-minted engineering graduate - pinning his hopes on his talent and Lord Balaji in equal measure. ""But I will pray for myself later. This is for my brother,"" Kaushik adds, before quickly returning to his place in the queue. Right behind him is Ravindra R, who has landed himself his dream job in Texas. There's just one step for him to clear now: the visa interview. ""When I go for it, I know I will have Lord Balaji's blessings with me. Nothing can stop me,"" the IT professional says.With additional reporting from Meghdoot Sharon in Ahmedabad(Applicants' names changed on request)","Ashok Sundar got his passport stamped with H-1B a day earlier and was at the temple to show his gratitude. There were many Ashoks in the sea of people chanting 'Govinda, Govinda' It was less than a fortnight after Donald Trump took over as the 47th President of the US. Ahmedabad's Chamatkari Hanuman temple has swelling crowds during the weekend. The 300-year-old temple has earned a ""visa friendly"" reputation, drawing devotees from as far as J&K and Meghalaya. The applicant is also asked to visit any Hanuman temple once a week and repeat the Hanuman Chalisa. ""It's all about one's 'shraddha' If there is faith, all things are possible. If doubts creep into one's mind, then one is bound to face disappointment,"" says priest. Hanuman is considered the first god to have travelled outside the country to Lanka without any paperwork. People give up meat, alcohol, onion and garlic for 41 days in their quest for the elusive visa stamp. People in the area attest to the ""magical powers"" of the shrine. ""I know things aren't looking bright right now, but I have faith I will eventually get it,"" says the 26-year-old desperate to realise her American dream. Kaushik R, on his 56th pradakshina, says that he is there to pray for his older brother living in North Carolina. Ravindra R. has landed himself his dream job in Texas. There's just one step for him to clear now: the visa interview. ""When I go for it, I know I will have Lord Balaji's blessings with me,"" he says.","https://static.toiimg.com/thumb/msid-117842019,imgsize-1378886,width-400,resizemode-4/117842019.jpg"
"'A surge of young men tore through crowd, trampling devotees'",https://timesofindia.indiatimes.com/india/a-surge-of-young-men-tore-through-crowd-trampling-devotees/articleshow/117707059.cms,"LUCKNOW: The stampede at Maha Kumbh came like a tornado - sudden, fierce, and unstoppable. In the early hours of Wednesday, as thousands of pilgrims gathered at Triveni Sangam in Prayagraj for a sacred bath, a surge of young men tore through the crowd, trampling sleeping devotees and those huddled near the ghat, recounted survivors and eyewitnesses. When the dust settled, 30 lay dead - most of them women.It began around 1am. Barricades gave way under the force of the crowd, and in the mad rush towards the river, those who had been waiting patiently for dawn were crushed underfoot, reports Arvind Chauhan. ""The crowd came like a tornado,"" said Maul Devi, a survivor from eastern UP. ""Most of them were young men running towards Sangam. There was no control, only mayhem. I fell twice with my sister, holding onto her hand as tightly as I could. But then the weight of the falling men broke us apart. She was crushed to death in front of my eyes."" Further down, people jostled and pushed each other for every inch after midnight. But a different warning had sparked panic.Police, perhaps fearing overcrowding, ordered pilgrims to take their dip immediately instead of waiting for dawn. ""Around midnight, we were resting a few hundred metres from Sangam. Suddenly, cops asked us to take a dip immediately,"" said Laxmi, who came from Chhatrapur in MP with her family. ""We were preparing when a wave of people came running towards us, and everyone was trampled. After that, police were missing. I lost my sister-in-law,"" she said.The bottleneck of movement only made things worse. Gudiya Pandey from Auraiya in UP described how a single open lane forced pilgrims into a narrow, choking space. ""I was pulled from a pile of bodies by some boys who helped me and others escape,"" she said.For some, the horror went beyond loss. A family from Maharashtra spoke of how their women were caught in the stampede. ""When my mother was rescued, her clothes were gone. She had just stepped out of the water when the crowd fell on her,"" a survivor said. Others, lucky to escape with their lives, abandoned their pilgrimage altogether. Sanjay Kumar Mandal, who came from Dhanbad in Jharkhand with his family, said: ""We were injured but managed to get up and escape. We didn't take the dip. We're going home.""By morning, the river still flowed, the sun still rose, and prayers still echoed. The tornado had passed, but the devastation remained.","Thousands of pilgrims gathered at Triveni Sangam in Prayagraj for a sacred bath. A surge of young men tore through the crowd, trampling sleeping devotees and those huddled near the ghat. When the dust settled, 30 lay dead - most of them women. Police, perhaps fearing overcrowding, ordered pilgrims to take their dip immediately instead of waiting for dawn. ""Around midnight, we were resting a few hundred metres from Sangam. Suddenly, cops asked us to take a dip immediately,"" said Laxmi, who came from Chhatrapur in MP. ""We were injured but managed to get up and escape. We didn't take the dip. We're going home,"" survivor says. Others, lucky to escape with their lives, abandoned their pilgrimage altogether. By morning, the river still flowed, the sun still rose, and prayers still echoed.","https://static.toiimg.com/thumb/msid-117707516,imgsize-245434,width-400,resizemode-4/117707516.jpg"
Pannun used Sikhs for Justice role as cover to inflict war on India: Tribunal,https://timesofindia.indiatimes.com/india/pannun-used-sfj-role-as-cover-to-inflict-war-on-india-tribunal/articleshow/117790552.cms,"NEW DELHI: Sikhs for Justice (SFJ), banned as an “unlawful association” under the Unlawful Activities Prevention Act , is a frontal organisation of Gurpatwant Singh Pannun , who as the outfit’s legal adviser is using his “juristic identity” as a cover to perpetrate war upon India in league with other agencies and state-and non-state actors of foreign countries, a tribunal led by Justice Anoop Kumar Mendiratta ruled while upholding the ban on the pro-Khalistani outfit earlier this month.The background note submitted by the government to the tribunal, detailing the activities of SFJ, states that the all activities of the outfit are usually carried out from offices of Pannun, an attempt on whose life in the US, allegedly involving a former Indian government officer, had become an irritant in Indo-US tied until they agreed to cooperate on the case, with a panel set up by India recently recommending “legal action” against the “individual”.The government of India’s background note on SFJ and Pannun, submitted before the tribunal, records that the outfit has repeatedly threatened India’s political leaders, government officers including the police, diplomats, judiciary and even their family members and families abroad. These include Prime Minister Narendra Modi, home minister Amit Shah, external affairs minister S Jaishankar, chief minister and minister of Punjab, national security adviser, and RAW chief. The note reveals that SFJ organises protests and filing of baseless cases against visiting Indian dignitaries abroad, particularly in Europe, Canada and US, to defame them and to fan anti-India sentiments among the Sikh diaspora.Stating that SFJ has been organising anti-India protests outside Indian embassies or consulates, where its activists have raised Khalistan flags and even dishonoured the Indian flag and indulged in violence and vandalisation of the premises, the documents filed with the tribunal reveal that many of the protests had the active support of Pakistani missions and were in tandem with multiple ISI-backed Pakistani diaspora outfits and Kashmiri diaspora. They also said Hindu temples in Canada and Australia were defaced with Khalistani graffiti and ISIS exhorted by SFJ after the deadly ISIS attack on Gurdwara Kart-e-Parwan in Kabul, Afghanistan, to target the Indian embassies rather than gurdwaras.The note directly names Pannun for having instigated the Indian farmers protesting against the three farm bills to arm themselves and fight against the Indian forces with weapons that would reach them from across the border (Pakistan). It said he has conspired with other Khalistani leaders like UK-based Babbar Khalsa International leader Paramjit Singh Pamma as well as Canada based terrorist Hardeep Singh Nijjar, who was shot dead in 2023, to revive terrorism in Punjab.SFJ, according to the government’s submission, has been inciting Sikh personnel to desert the Army and police forces. He had urged Sikh Soldiers to join the SFJ movement and offered them Rs 5000 more than the salary given by the Indian government. He also tried to provoke the Sikh soldiers posted in Ladakh to not to fight for India against Chinese aggression.SFJ has also been colluding with the gangsters, terrorists and other radical elements including Kashmir separatists. Not only this, it has been inciting non-Sikh communities including Muslims and Tamils, as also Christians in Manipur to secede from India.As many as 104 cases have been registered against SFJ elements, including 96 by various state police and 8 by NIA.“Vitriolic speeches made by Gurpatwant Singh Pannun glorifying militants such as Bhinderwalan & Nijjar, making calls to assassinate Constitutional functionaries of the country, calling for a referendum which is nothing but a plebiscite, taken jointly or individually... constitute “sufficient cause” for confirming the decision of the Union of India to extend the declaration of SFJ as unlawful association for a further period of five years,” the tribunal stated while upholding the ban on January 3 this year.","Sikhs for Justice (SFJ) banned as an “unlawful association’ under the Unlawful Activities Prevention Act. SFJ is a frontal organisation of Gurpatwant Singh Pannun, who as the outfit’s legal adviser is using his “juristic identity” as a cover. The outfit has repeatedly threatened India’s political leaders, government officers including the police, diplomats, judiciary and even their family members and families abroad. SFJ organises protests and filing of baseless cases against visiting Indian dignitaries abroad, particularly in Europe, Canada and US. The note directly names Pannun for having instigated the Indian farmers protesting against the three farm bills to arm themselves. It said he has conspired with other Khalistani leaders like UK-based Babbar Khalsa International leader Paramjit Singh Pamma as well as Canada based terrorist Hardeep Singh Nijjar. SFJ has been colluding with the gangsters, terrorists and other radical elements including Kashmir separatists. It has been inciting non-Sikh communities including Muslims and Tamils, as also Christians in Manipur to secede from India. As many as 104 cases have been registered against SFJ elements. summarize: upholding the ban on January 3 this year. Summarize the decision to uphold the ban in the first place. The ban was lifted on January 4, 2013. The decision to lift the ban was upheld on January 5, 2013, and again on January 6, 2013 and again in January 2014.","https://static.toiimg.com/thumb/msid-117790536,imgsize-255612,width-400,resizemode-4/117790536.jpg"
Swara Bhaskar's X account permanently suspended over Republic Day post,https://timesofindia.indiatimes.com/india/swara-bhaskars-x-account-permanently-suspended-over-republic-day-post/articleshow/117760594.cms,"NEW DELHI: Actor Swara Bhasker Thursday said her X account had been permanently suspended due to alleged copyright infringements over two posts she shared on Republic Day.Bhasker, 36, shared a screenshot of an email she received from the social media platform's team on Instagram and criticised the decision as ""ridiculous"" and ""untenable"". In the first post, Swara had shared a photo of the popular Hindi protest slogan - ""Gandhi Hum Sharmindaa hain, Tere qaatil zinda hain"" (Gandhi, we are ashamed; your killers are still alive).""""There is no copyright violation. It is akin to urban modern folk idiom,"" she said. The other post featured a picture of her child waving the tricolour on Republic Day. The child's face was concealed. ""Who has a copyright on my child's likeness?"" she asked. Bhasker urged X to review its move.","Bhasker, 36, shared a screenshot of an email she received from the social media platform's team. She criticised the decision as ""ridiculous"" and ""untenable"" In the first post, Swara had shared a photo of the popular Hindi protest slogan.","https://static.toiimg.com/thumb/msid-117760660,imgsize-2470188,width-400,resizemode-4/117760660.jpg"
Justice Hrishikesh Roy ends his judgeship in CJI’s court; started his legal career in the same court in 1982,https://timesofindia.indiatimes.com/india/justice-hrishikesh-roy-ends-his-judgeship-in-cjis-court-started-his-legal-career-in-the-same-court-in-1982/articleshow/117812829.cms,"NEW DELHI: In a rare coincidence, Justice Hrishikesh Roy ended his career as a constitutional judge with verbal bouquets from everyone on Friday in the Chief Justice of India’s courtroom, where in 1982 he took his first step as a lawyer struggling to seek a passover for a case.Everyone - CJI Sanjiv Khanna , Justice Sanjay Kumar , attorney general R Venkataramani, solicitor general Tushar Mehta, SCBA president Kapil Sibal and SCAORA president Vipin Nair - had a word of praise for his ever-smiling demeanour on bench and the constant encouragement for junior advocates in arguing a case.Justice Roy was one of the four illustrious products from senior advocate J P Bhattacharjee’s chamber, the other three being former SC judges M K Sharma and Amitava Roy and former CJI Ranjan Gogoi. “We four had similar methods for preparing a case before a court,” Justice Roy said on his last day in SC.“On the first day in CJI Y V Chandrachud’s court, my senior M L Lahoty had asked me to take a passover in a case. There was a huge crowd of advocates for an important case preceding my case. I struggled through the crowd and reached the front row to seek a Passover. But my vocal cord failed me. I struggled to make the request to the CJI,” he said.Apart from his legal acumen, he was known for his lighter vein comments to diffuse tense debates inside the courtroom, especially in sensitive and important issues before constitution benches. So much so that, CJI D Y Chandrachud always gave him the opportunity to speak the last word, which invariably was a joke rhyming with the issue.CJI Khanna modified Sibal’s statement that Justice Roy was a complete judge. The CJi said Justice Roy was a complete man, as apart from legal knowledge, reasonableness and a sense of justice, he was an allrounder being a voracious reader and golfer. Justice Kumar said Justice Roy was a champion hockey player and a footballer for DPS during his school days. Justice Roy was appointed a judge of Gauhati HC in Oct 2006 and as judge of SC on Sep 23, 2019.","Justice Hrishikesh Roy was one of the four illustrious products from senior advocate J P Bhattacharjee’s chamber. “We four had similar methods for preparing a case before a court,” Justice Roy said on his last day in SC. CJI Khanna modified Sibal’s statement that Justice Roy was a complete judge. He said apart from legal knowledge, reasonableness and a sense of justice, he was an allrounder being a voracious reader and golfer. He was a champion hockey player and a footballer for DPS during his school days. summarize: judge of SC on Sep 23, 2019. Judge of SC will be sworn in on September 23. Judge will be the first woman to serve as a judge in the Supreme Court of the United States. The judge will be a member of the Court of Appeals for the High Court.","https://static.toiimg.com/thumb/msid-117812953,imgsize-532042,width-400,resizemode-4/117812953.jpg"
Pune GBS outbreak could be one of the largest in world,https://timesofindia.indiatimes.com/india/pune-gbs-outbreak-could-be-one-of-the-largest-in-world/articleshow/117811903.cms,"Poll How Can Public Health Systems Better Handle GBS Outbreaks? Increased Public Awareness and Education Improved Surveillance and Detection

MUMBAI: As 18 of 140 patients with the debilitating neurological disorder, Guillain-Barre Syndrome (GBS), are on ventilator support in Pune, there is some cold comfort in knowing this isn't the worst outbreak in the world - yet. It could, however, be considered one of the largest GBS outbreaks as medical literature classified 30 to 50 cases as an outbreak until 2019 when Peru registered the worst flare-up.The South American country had 1,120 cases in 2019, with 683 cases reported in two months.Its annual caseload stood at 59 in 2017 and rose to 262 in 2018 before peaking in 2019. Cases were recorded from across the country, but there is little data on deaths. The story didn't end there; Peru witnessed an outbreak again in 2023, when 130 suspected cases were reported between June 10 and July 15.The problem with GBS, as a professor of medicine in a medical college in Mumbai said, is that it is an autoimmune condition that technically doesn't seem like an epidemic-causing condition. ""GBS has been seen as an independent disorder that is sporadically seen across the country, but we now need to change our mindset and accept it can emerge as an outbreak and study it epidemiologically to look for links between the patients,"" he said.The only link between Peru and Pune is microbe Campylobacter jejuni . Smaller studies from across the world show GBS following this infection is linked with higher disability and mortality rates.GBS has been so rare - India has a reported annual incidence of 1.75 to 2 per lakh population - that there are few in-depth studies. The first-ever detailed analysis of the prevalence and disability burden of GBS was conducted in 2021. Using data between 1990 and 2019, the analysis showed that Japan, Brunei Darussalam, Singapore, South Korea, the US and Mexico had much higher than expected burdens, while countries and territories such as China, Fiji, Taiwan, and Guam had much lower than expected burdens.","18 of 140 patients with the debilitating neurological disorder, Guillain-Barre Syndrome (GBS), are on ventilator support in Pune. It could, however, be considered one of the largest GBS outbreaks as medical literature classified 30 to 50 cases as an outbreak until 2019 when Peru registered the worst flare-up. The only link between Peru and Pune is microbe Campylobacter jejuni. Smaller studies from across the world show GBS following this infection is linked with higher disability and mortality rates. India has a reported annual incidence of 1.75 to 2 per lakh population. Summarize: such as China, Fiji, Taiwan, and Guam had much lower than expected burdens. Such as China and Fiji had lower thanexpected burdens. such as Taiwan, Guam, and China had much higher than expected burden. China had higher burden than expected, Fiji had high burden.","https://static.toiimg.com/thumb/msid-117812123,imgsize-624645,width-400,resizemode-4/117812123.jpg"
"Who is Shubhanshu Shukla: IAF pilot, first Indian astronaut to travel to International Space Station on Nasa's Axiom mission 4",https://timesofindia.indiatimes.com/india/meet-shubhanshu-shukla-iaf-pilot-first-indian-astronaut-to-travel-to-international-space-station/articleshow/117764712.cms,"Poll How Do You Feel About Shubhanshu Shukla's Space Mission? A Unique Way to Showcase Indian Culture in Space A Historic Milestone for India!

Who is Shubhanshu Shukla?

Born on October 10, 1985, in Lucknow.

Commissioned into the Indian Air Force (IAF) in June 2006 as a fighter pilot.

Holds the rank of Group Captain, achieved in March 2024.

Has over 2,000 flight hours on various aircraft, including the Su-30 MKI, MiG-21, MiG-29, Jaguar, Hawk, Dornier, and An-32.

Underwent astronaut training at the Yuri Gagarin Cosmonaut Training Centre in Russia in 2019.

Selected by ISRO for India’s Gaganyaan mission, the country's first human spaceflight programme.

First ISRO astronaut to travel to the ISS as part of a NASA-Axiom Space collaboration.

Plans to capture his space experience through photos and videos for people back home.

Group Captain Shubhanshu Shukla is set to make history as the first Indian astronaut to travel to the International Space Station (ISS). He has been selected as the pilot for Axiom Mission 4 (Ax-4), a private astronaut mission launching aboard a SpaceX Dragon spacecraft no earlier than spring 2025.Shukla, a Indian Air Force (IAF) pilot, will join a crew led by former NASA astronaut Peggy Whitson, who will serve as mission commander. He will be accompanied by two mission specialists—Slawosz Uznanski-Wisniewski from Poland and Tibor Kapu from Hungary. This mission will not only send the first ISRO astronaut to the ISS but will also mark the first stay aboard the station for astronauts from Poland and Hungary.Expressing his excitement about the mission, Shukla said he hopes to share his experience with the people of India. He plans to carry cultural items from different parts of the country and even intends to perform yoga poses aboard the ISS. “Even as an individual travelling to space, this is the journey of 1.4 billion people,” he said. The mission will last up to 14 days, during which the crew will conduct scientific experiments, outreach programmes, and commercial activities in microgravity.The Ax-4 mission is part of a broader effort to expand private astronaut access to low Earth orbit. According to Dana Weigel, manager of Nasa’s ISS programme, private missions like Ax-4 help pave the way for a sustainable low Earth orbit economy, enabling future deep space exploration. Whitson also praised the dedication of the Ax-4 crew, calling their commitment to space exploration “truly remarkable.”","Shubhanshu Shukla is set to make history as the first Indian astronaut to travel to the International Space Station. Selected by ISRO for India’s Gaganyaan mission, the country's first human spaceflight programme. Plans to capture his space experience through photos and videos for people back home. Shukla, a Indian Air Force (IAF) pilot, will join a crew led by former NASA astronaut Peggy Whitson. He will be accompanied by two mission specialists—Slawosz Uznanski-Wisniewski from Poland and Tibor Kapu from Hungary. The Ax-4 mission is part of a broader effort to expand private astronaut access to low Earth orbit. According to Dana Weigel, manager of Nasa’s ISS programme, private missions likeAx-4 help pave the way for a sustainableLow Earth orbit economy.","https://static.toiimg.com/thumb/msid-117764700,imgsize-26766,width-400,resizemode-4/117764700.jpg"
Techie returning from friend's birthday mowed down as bike hits pothole,https://timesofindia.indiatimes.com/india/techie-returning-from-friends-birthday-mowed-down-as-bike-hits-pothole/articleshow/117841426.cms,"BHIWANDI: A 21-year-old software engineer riding a motorcycle was crushed to death under a truck after the two-wheeler rode over a pothole in Bhiwandi where work on laying the road was going on, reports Pradeep Gupta. The crash, which took place on Jan 19, was initially registered as an 'accidental death', but police booked the driver for 'negligence' on Friday based on their probe.The biker, Wadala resident Aiyaz Shemale, had gone to attend a friend's birthday party with a few others from Mumbai, all of them on their bikes.His went over a pothole due to which he lost balance, causing him and pillion rider Javed Ansari (22) to fall, states the police complaint lodged by their friend Adil Ansari (21). He told TOI that tragedy struck as they were passing by Kasba Dhaba, heading towards Mumbai-Nashik highway,As the two on the bike fell, the techie's leg came under the rear wheel of the truck while the pillion rider's jacket got wedged under the tyre. A friend on another bike alerted the truck driver. As the truck halted, the pillion rider pulled himself out of harm's way by ripping off his jacket.The complainant goes on to mention that while the biker was caught under the wheel of the truck, its ""driver carelessly moved the vehicle back and forth, dragging the biker at least 4 to 5 metres"". The driver then fled the scene.","Aiyaz Shemale, 21, was crushed to death under a truck after the two-wheeler rode over a pothole. The crash, which took place on Jan 19, was initially registered as an 'accidental death' Police booked the driver for 'negligence' on Friday based on their probe. As the truck halted, the pillion rider pulled himself out of harm's way by ripping off his jacket. The complainant goes on to mention that while the biker was caught under the wheel of the truck, its ""driver carelessly moved the vehicle back and forth"" The driver then fled the scene.","https://static.toiimg.com/thumb/msid-117841620,imgsize-27242,width-400,resizemode-4/117841620.jpg"
"Assam reports 1st Guillain-Barre Syndrome death, Maharashtra tally climbs to 5",https://timesofindia.indiatimes.com/india/assam-reports-1st-guillain-barre-syndrome-death-maharashtra-tally-climbs-to-5/articleshow/117841253.cms,"Poll What Measures Are Most Important to Prevent Guillain-Barre Syndrome Outbreaks? Strengthening Healthcare and Early Diagnosis Ensuring Clean and Safe Water Supply

PUNE/GUWAHATI: Maharashtra reported its fifth death linked to Guillain-Barre Syndrome (GBS) and Assam its first on Saturday as a continued uptick in hospitalisations across Pune took the metropolitan region's caseload to 149, up by nine overnight.A 60-year-old man from Nanded Gaon treated at Pune's Sassoon Hospital since Jan 16 died around 12.30am, hours before a 17-year-old girl admitted to Guwahati's privately-run Pratiksha Hospital on Jan 21 became the first confirmed GBS death outside Maharashtra since the outbreak there.The teenager was on ventilator support for 11 days.Two suspected GBS casualties in Kolkata last week - both boys, 10 and 17 - are still to be officially confirmed.Concern over the Pune cluster's continued growth was exacerbated by an increase in the number of patients in a critical condition. Health department data showed ICU admissions spiking from 45 until Friday to 83. The number of patients on ventilator support stood at 28, up from 18 the previous day.This was offset by some encouraging news in the form of hospitals discharging 38 GBS patients. GBS, which triggers a range of challenging but treatable neurological and other complications, generally doesn't occur in clusters like the one in Pune.The city's latest casualty in the outbreak succumbed to respiratory failure with autonomic dysfunction and quadriplegia - both complications arising from GBS - along with hypertension, an official at Sassoon Hospital said. ""The patient was from Khadakwasla, one of the areas in Nanded Gaon that has reported several GBS cases. He had diarrhoea for seven days before coming to the hospital. By the time he arrived, he was in a critical condition with quadriplegia (paralysis of the arms and legs),"" the official said.The deceased had sought treatment at smaller hospitals before coming to Sassoon in a critical condition.BJ Medical College and Sassoon Hospital's dean, Dr Eknath Pawar, said, ""We discharged five GBS patients on Saturday. Sassoon has 27 GBS patients. Over the next 2-3 days, another 10 patients are likely to be discharged.""Villages newly added to the Pune Municipal Corporation belt have been affected the most, accounting for 82 GBS cases so far. Pimpri Chinchwad Municipal Corporation has 17 patients.The search for what triggered the outbreak hit a hurdle when water samples tested for Campylobacter jejuni, found in stool samples of at least five patients, were found free of the bacterium. On Friday, 15 samples collected from private tankers that supply water to neighbourhoods reporting GBS cases were found to have high levels of coliform and E. coli contamination. Fourteen of the samples tested positive for E.coli, with counts exceeding 16 per 100ml. Safe drinking water should ideally have zero E.coli.","M Maharashtra reported its fifth death linked to Guillain-Barre Syndrome (GBS) and Assam its first on Saturday. A continued uptick in hospitalisations across Pune took the metropolitan region's caseload to 149, up by nine overnight. Two suspected GBS casualties in Kolkata last week - both boys, 10 and 17 - are still to be officially confirmed. Data showed ICU admissions spiking from 45 until Friday to 83. The number of patients on ventilator support stood at 28, up from 18 the previous day. GBS, which triggers a range of challenging but treatable neurological and other complications, generally doesn't occur in clusters. Villages newly added to the Pune Municipal Corporation belt have been affected the most, accounting for 82 GBS cases so far. The search for what triggered the outbreak hit a hurdle when water samples tested for Campylobacter jejuni, found in stool samples of at least five patients, were found free.","https://static.toiimg.com/thumb/msid-117841340,imgsize-29304,width-400,resizemode-4/117841340.jpg"
